gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted Churn
0,1,1,0,0.0140845070422535,1,0,0,0,1,0,1,1,1,0.7686567164179104,0.01879183014078,0,1,0,1,0,0,0,1,0,0,1
1,0,1,1,0.3661971830985915,1,0,1,1,1,1,0,0,0,0.4766169154228856,0.2141299330717747,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0194029850746268,0.0001615508885298,0,0,1,1,0,0,1,0,0,0,0
0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2686567164179104,0.0030521578582967,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,1.0,1,1,1,1,0,1,1,0,0,0.8124378109452737,0.8346295868912993,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.056338028169014,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.0343987999076852,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.6338028169014085,1,0,0,0,1,0,0,0,1,0.5626865671641791,0.4072813293330256,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.4647887323943662,1,1,0,1,1,0,1,1,1,0.8766169154228854,0.4073909531502423,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.1408450704225352,1,1,0,0,1,0,1,1,1,0.7920398009950248,0.1253865681975536,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.1267605633802817,1,0,0,1,0,0,0,0,0,0.3114427860696517,0.0527232864066466,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.971830985915493,1,1,1,1,0,0,1,0,1,0.5069651741293533,0.5600680821601662,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.2253521126760563,1,0,0,0,0,0,0,0,0,0.0248756218905472,0.0460939303023309,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.8732394366197184,1,1,1,1,1,1,1,0,1,0.6129353233830845,0.5588102930994692,1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0.1690140845070422,1,1,1,1,0,1,1,0,1,0.5766169154228856,0.1110835448880683,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0.676056338028169,1,1,0,0,0,0,0,1,1,0.6592039800995024,0.4486383567966766,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0140845070422535,1,0,0,1,0,0,0,0,0,0.308457711442786,0.0090237710593122,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0.0140845070422535,1,0,0,0,0,0,1,0,1,0.6208955223880598,0.0144645741980152,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7183098591549296,1,1,1,0,0,1,1,1,1,0.6119402985074627,0.4845372720978537,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.9577464788732396,1,1,1,0,1,1,0,0,1,0.4567164179104478,0.4887260558504501,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0.5915492957746479,1,1,0,1,0,0,1,0,1,0.7164179104477612,0.4407973690283868,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.1971830985915492,1,0,1,1,0,0,1,1,1,0.8044776119402984,0.1624278790676206,0,1,0,1,0,0,0,1,0,0,1
1,1,1,0,0.3380281690140845,1,1,1,0,0,1,1,0,1,0.5099502487562189,0.2000750057696746,1,0,0,1,0,0,0,1,0,0,1
1,1,1,0,0.0985915492957746,1,1,0,1,0,0,0,0,1,0.6208955223880598,0.0709093007154396,0,1,0,1,0,0,0,1,0,0,1
1,1,1,1,0.8309859154929577,1,0,1,1,1,1,0,1,1,0.56318407960199,0.5120643895684284,1,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0.2394366197183098,1,1,0,0,0,0,1,1,1,0.7681592039800995,0.2000634664204938,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.8732394366197184,1,1,1,0,0,0,1,1,1,0.8099502487562189,0.7261020078467574,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1,0.9154929577464788,1,1,0,1,1,1,1,1,1,0.8975124378109453,0.8143953381029311,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.4647887323943662,1,1,0,0,0,0,0,0,0,0.0666666666666666,0.1010270020770828,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,1.0,1,1,0,0,1,1,1,1,1,0.8880597014925372,0.9040964689591507,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.647887323943662,1,1,0,0,1,0,1,1,1,0.818407960199005,0.5409993076390492,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.8309859154929577,1,1,0,1,0,0,1,0,1,0.7129353233830846,0.6268059081467805,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1.0,0,0,1,1,1,0,0,0,0,0.2373134328358209,0.3396261250865451,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.2394366197183098,1,0,0,0,1,1,0,0,1,0.3597014925373134,0.1082737133625663,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.1126760563380281,1,1,0,0,0,0,1,1,0,0.7577114427860697,0.0967516732056312,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.028169014084507,1,0,0,1,0,1,1,1,1,0.5676616915422885,0.025998153704131,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0.647887323943662,1,1,0,1,0,0,0,0,1,0.6034825870646766,0.4190572351719362,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.4225352112676057,1,0,0,1,1,1,1,1,0,0.6064676616915423,0.2859912300946226,1,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.0189054726368158,0.1052504038772213,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.1267605633802817,1,0,1,0,1,0,0,0,1,0.6129353233830845,0.1002250173090237,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0.3064676616915422,0.0034906531271636,1,0,0,1,0,0,0,0,0,1,1
1,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,1,0.0213930348258706,0.1236845141933995,0,0,1,0,1,0,0,0,1,0,0
0,1,1,1,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.9288557213930348,0.8170090006923609,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0.8591549295774649,1,1,0,0,0,0,0,0,1,0.0597014925373134,0.1622201707823678,0,0,1,0,0,1,1,0,0,0,0
1,0,0,1,0.028169014084507,1,0,1,0,0,1,0,1,1,0.4601990049751243,0.0183014078006,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0.7746478873239437,1,1,1,1,1,0,1,1,0,0.917910447761194,0.7062889453034848,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,1,0,0.372139303482587,0.308106392799446,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.0985915492957746,1,0,1,1,0,0,0,0,0,0.3621890547263681,0.0534791137779829,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0.4084507042253521,1,0,1,1,0,0,1,1,1,0.5621890547263682,0.2414608816062774,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.0761194029850745,0.1382183244864989,0,0,1,0,1,0,0,1,0,0,0
1,0,0,1,0.0,1,0,0,0,0,0,1,0,1,0.607960199004975,0.0069870759289176,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.1408450704225352,0,0,1,0,0,0,1,1,0,0.3213930348258705,0.0630683129471497,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0.0845070422535211,1,0,0,0,1,0,0,0,1,0.5661691542288557,0.0551696284329563,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.5774647887323944,1,0,0,1,1,1,1,1,1,0.8512437810945274,0.4971959381490884,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0.676056338028169,1,0,0,0,0,0,0,0,1,0.0189054726368158,0.1101488576044311,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.1126760563380281,1,1,0,1,0,0,1,1,1,0.8064676616915423,0.1038483729517655,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0.4788732394366197,1,0,1,0,0,0,1,0,1,0.4368159203980098,0.2534791137779829,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.0238805970149253,0.1198015231940918,0,0,1,0,0,1,1,0,0,0,0
1,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.0169154228855721,0.1048119086083545,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0.3943661971830986,0,0,0,0,0,0,1,0,0,0.154228855721393,0.1142914839603046,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,0.4084507042253521,1,0,0,1,1,0,0,0,0,0.6348258706467661,0.2944149549965381,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0.5616915422885572,0.0064504961920147,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.9154929577464788,1,1,1,0,1,1,1,1,1,0.654228855721393,0.6572178629125317,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.9014084507042254,1,1,1,1,1,0,1,1,1,0.9233830845771144,0.8179321486268175,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,1.0,1,1,0,1,1,0,1,1,1,0.8223880597014926,0.8585564274174937,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,0.1549295774647887,1,1,1,0,0,0,0,0,1,0.6039800995024875,0.1048407569813062,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.9859154929577464,1,1,1,1,0,1,0,0,1,0.4835820895522387,0.545799676898223,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.056338028169014,1,0,0,0,0,0,0,0,0,0.0278606965174129,0.0109681513962612,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.0273631840796019,0.1255942764828063,0,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0.3380281690140845,1,0,0,1,1,0,1,1,1,0.7985074626865671,0.2879875375028848,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0194029850746268,0.0001615508885298,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.0119402985074626,7.500576967459007e-05,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0.5211267605633804,1,1,0,0,1,1,1,0,0,0.763681592039801,0.4138933764135702,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,0.9154929577464788,0,0,0,1,1,0,1,0,0,0.2716417910447761,0.3471555504269559,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0.943661971830986,1,1,0,1,1,1,1,1,1,0.9129353233830844,0.8761885529656128,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.056338028169014,0,0,0,0,0,0,0,0,0,0.0601990049751243,0.0093930302330948,1,0,0,1,0,0,0,0,0,1,1
1,0,1,1,1.0,1,1,1,1,0,0,1,1,1,0.854726368159204,0.840555042695592,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.4366197183098592,0,0,1,0,0,0,0,0,0,0.1184079601990049,0.1048753750288483,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.5915492957746479,1,1,0,0,0,0,1,1,0,0.7572139303482587,0.4503231017770598,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.0114427860696517,0.1551407800600046,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0.7605633802816901,1,1,1,1,0,0,1,0,1,0.7810945273631841,0.6023655665820448,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.7183098591549296,1,0,1,0,1,1,0,0,0,0.3950248756218906,0.3488864528040618,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.5915492957746479,1,0,0,1,1,0,1,0,1,0.7303482587064677,0.4541080083083313,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0.5070422535211268,1,1,0,0,0,0,0,0,1,0.5796019900497512,0.3287964458804523,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.8873239436619719,0,0,0,1,0,1,1,1,1,0.3616915422885572,0.3928802215555043,1,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0.028169014084507,1,0,1,1,0,0,1,0,0,0.7124378109452736,0.0264943457189014,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.4929577464788732,0,0,1,0,0,0,0,0,0,0.127363184079602,0.1278040618509116,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.1267605633802817,1,1,1,0,0,0,1,1,1,0.8159203980099502,0.1206842834064158,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.0238805970149253,0.0942014770366951,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0.3661971830985915,1,1,0,1,0,1,0,0,1,0.6661691542288557,0.246111239326102,0,1,0,1,0,0,0,1,0,0,1
1,0,1,1,0.7746478873239437,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.6342776367412878,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.0704225352112676,1,0,0,0,0,0,0,0,0,0.0243781094527363,0.0108412185552734,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.028169014084507,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.0243191783983383,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.0845070422535211,1,0,1,0,0,0,0,0,0,0.3228855721393034,0.0382587122086314,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.0422535211267605,1,0,0,0,0,0,0,0,0,0.0258706467661691,0.0050888529886914,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.4507042253521127,1,0,1,0,0,1,1,0,1,0.7034825870646766,0.3472017078236787,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0.3661971830985915,1,1,0,0,1,0,0,0,1,0.5950248756218905,0.2442534041080083,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0.0527363184079602,0.1967632125548119,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0149253731343283,0.0001096238172167,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0,0.9859154929577464,0,0,1,1,0,0,1,1,1,0.3800995024875622,0.4577140549273021,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0.1690140845070422,1,1,0,0,0,0,0,1,1,0.6736318407960199,0.1381087006692822,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.3380281690140845,0,0,1,1,1,0,1,1,1,0.4014925373134328,0.1712266328179091,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0.9295774647887324,1,0,0,0,0,1,0,0,0,0.3213930348258705,0.3740249249942303,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0.1711442786069651,0.0019213016385875,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,0,0.2597014925373134,0.007206323563351,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.0741293532338308,0.1349411493191784,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.3098591549295775,1,0,1,0,0,0,0,0,1,0.5646766169154228,0.2030579275328871,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.0194029850746268,0.1452746365105008,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,0.7887323943661972,1,0,0,0,0,0,0,0,1,0.0134328358208955,0.1329044541887837,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,0.0,1,0,0,0,0,0,0,0,1,0.5194029850746269,0.0059600738518347,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.6945273631840796,0.7393087929840757,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.0985915492957746,1,1,1,0,0,1,0,1,0,0.5263681592039802,0.0628721440110777,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0.8450704225352113,1,1,0,1,0,0,1,1,1,0.8238805970149253,0.6868739903069467,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.8873239436619719,1,1,1,1,0,0,0,0,1,0.6572139303482587,0.608152550196169,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,0.9859154929577464,1,1,0,0,0,0,0,0,0,0.0567164179104477,0.2004846526655896,0,0,1,0,0,1,1,0,0,0,0
1,0,1,1,0.9014084507042254,1,1,1,1,0,1,1,0,1,0.8039800995024875,0.7382760212324024,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0.028169014084507,1,0,0,0,0,0,0,0,0,0.0134328358208955,0.0049099930763904,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2726368159203979,0.0030983152550196,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0.4084507042253521,1,0,0,1,1,0,1,0,0,0.4601990049751243,0.2205342718670667,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0.1971830985915492,1,0,0,1,1,1,0,1,1,0.5099502487562189,0.1214631894761135,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.0985915492957746,1,0,0,0,0,1,1,1,1,0.5004975124378109,0.0629529194553427,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0845070422535211,1,1,0,0,0,0,1,1,0,0.763681592039801,0.0734710362335564,0,1,0,1,0,0,0,0,0,1,1
1,0,1,1,0.971830985915493,1,1,1,1,1,0,1,1,1,0.8945273631840797,0.9129644588045236,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.6751243781094527,0.5996365105008078,1,0,0,0,0,1,0,0,1,0,0
1,0,1,1,0.0704225352112676,1,0,0,0,0,0,0,0,0,0.0144278606965173,0.0109277636741287,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.1830985915492957,1,0,0,0,0,0,0,1,1,0.6233830845771144,0.1308562197092084,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.295774647887324,1,1,0,0,0,0,1,0,1,0.6557213930348259,0.208071774751904,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.295774647887324,1,0,0,0,0,0,0,0,0,0.0189054726368158,0.0462843295638126,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.2112676056338028,1,0,1,0,1,0,1,0,0,0.4577114427860697,0.1159935379644588,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.1267605633802817,1,1,0,0,0,0,0,0,0,0.0741293532338308,0.026863604892684,0,0,1,0,0,1,1,0,0,0,0
1,0,0,1,0.1690140845070422,1,0,1,1,0,0,0,0,1,0.3756218905472637,0.0860546965151165,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0.2676056338028169,1,1,1,0,0,0,0,0,0,0.6383084577114428,0.1815774290330025,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.013431802446342,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7323943661971831,1,1,0,1,1,1,0,1,1,0.5537313432835821,0.4545868912993307,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.1408450704225352,1,0,0,0,0,0,0,0,0,0.0233830845771144,0.024821140087699,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.9577464788732396,1,0,0,0,0,0,0,0,0,0.0164179104477611,0.155163858758366,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.0422535211267605,1,0,0,0,0,0,0,0,1,0.5238805970149254,0.0293330256173551,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7044776119402985,0.7195534271867067,1,0,0,0,0,1,1,0,0,0,0
0,1,1,0,0.8028169014084507,0,0,0,1,1,0,0,1,1,0.2691542288557213,0.3037618278329101,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.0213930348258706,0.0349180706208169,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0.5915492957746479,1,0,1,0,1,1,0,0,1,0.6567164179104478,0.4062370182321717,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0.0140845070422535,1,1,0,0,1,1,1,1,1,0.8572139303482588,0.0258481421647819,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.1830985915492957,1,0,0,1,1,1,1,1,0,0.6338308457711442,0.1341968612970228,1,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.7323943661971831,1,0,0,0,1,0,1,1,1,0.7621890547263681,0.574821140087699,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.0228855721393034,0.0733614124163397,0,0,1,0,1,0,1,0,0,0,0
1,0,1,0,0.4647887323943662,1,1,0,0,0,0,0,0,0,0.0641791044776119,0.087860604661897,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,0.1971830985915492,1,1,0,0,0,0,0,0,1,0.5592039800995025,0.1300369259173782,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0,0.0845070422535211,1,0,1,0,0,0,0,0,0,0.5791044776119403,0.0559427648280637,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.1971830985915492,1,1,0,1,1,0,1,1,1,0.8666666666666666,0.1777579044541888,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0.8450704225352113,1,0,0,0,0,0,0,0,1,0.0228855721393034,0.1423032540964689,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.1164179104477611,0.0012866374336487,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2691542288557213,0.0030579275328871,1,0,0,1,0,0,0,0,0,1,1
